# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "2" "-p" "-t" "exon" "-g" "gene_id" "-a" "/proj/uppmax2026-1-61/nobackup/work/Manu/Braker3/braker.gtf" "-o" "/home/mabo3966/Genome_Analysis/Njaponicum_transcriptomics_heat_response/analyses/06_expression/FeatureCounts/Results/featurecounts_chr3.txt" "/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Control_1.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Control_2.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Control_3.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Heat_treated_42_12h_1.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Heat_treated_42_12h_2.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Heat_treated_42_12h_3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Control_1.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Control_2.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Control_3.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Heat_treated_42_12h_1.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Heat_treated_42_12h_2.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Heat_treated_42_12h_3.sorted.bam
g2439	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	101015;101015;101015;101169;101169;101169;101477;101477;101477;101877;101877;101877;102155;102155;102155;102496;102496;102496;102714;102714;102714;103084;103084;103084;103709;103709;103709;104475;104475;104475;104821;104821;104821;105039;105039;105039;105597;105597;105597;105795;105795;105795;106041;106041;106041;106672;106672;106672;106890;106890;106890;107090;107090;107090;107416;107416;107416;107795;107795;107795;108038;108038;108038;108268;108268;108268;108620;108620;108620;109007;109007;109007;109495;109495;109495;109762;109762;110075	101036;101036;101036;101248;101248;101248;101554;101554;101554;101939;101939;101939;102264;102264;102264;102596;102596;102596;102775;102775;102775;103224;103224;103224;103841;103841;103841;104517;104517;104517;104884;104884;104884;105159;105159;105159;105655;105655;105655;105863;105863;105863;106181;106181;106181;106736;106736;106736;106986;106986;106986;107149;107149;107149;107568;107568;107568;107885;107885;107885;108145;108145;108145;108387;108387;108387;108823;108823;108823;109279;109279;109279;109650;109617;109650;109796;109796;110106	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2681	1886	2085	2124	1863	1134	1749
g2440	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	111219;111608;112101;112370;112747;113532	111533;111687;112254;112632;113155;113696	+;+;+;+;+;+	1386	344	193	149	465	660	554
g2441	contig_99_pilon	114782	115450	-	669	522	2314	2296	748	649	1176
g2442	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	115622;120244;120848;121924;122425;122566;122775	115846;120458;121719;122198;122477;122616;122796	+;+;+;+;+;+;+	1713	617	1684	1540	1001	741	1024
g2443	contig_99_pilon;contig_99_pilon	120175;120485	120387;120505	-;-	234	0	2	2	6	0	6
g2444	contig_99_pilon;contig_99_pilon;contig_99_pilon	124626;124871;125398	124710;124933;125459	-;-;-	210	53	83	97	117	82	132
g2445	contig_99_pilon;contig_99_pilon	125495;125881	125773;125958	-;-	357	99	158	174	200	152	238
g2446	contig_99_pilon	126454	126690	+	237	1	2	4	8	0	4
g2447	contig_99_pilon;contig_99_pilon;contig_99_pilon	126820;127026;127300	126899;127038;128364	+;+;+	1158	164	374	213	121	88	171
g2448	contig_99_pilon;contig_99_pilon;contig_99_pilon	129070;129429;130067	129297;129516;130074	-;-;-	324	2	0	0	38	0	22
g2449	contig_99_pilon;contig_99_pilon	130643;130875	130680;131160	-;-	324	43	27	46	27	9	39
g2450	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	132915;137980;141871;143793	133123;138088;141923;143799	-;-;-;-	378	1279	1559	1604	1288	976	1564
g2451	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	143827;144014;144409;144829;145439;145643;146067;146267;146647;146885;147407;148593;148895;149203	143913;144080;144467;144904;145526;145758;146160;146487;146678;146952;147479;148708;149124;149888	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2013	141	237	396	43	29	82
g2452	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	156765;156985;157155;157535;158132;158511;158729;158981;159176;159429;159644;159856;160077;160491;160659;161394;161731;162039;163169	156830;157123;157321;157655;158267;158585;158794;159049;159250;159500;159715;159918;160348;160532;161214;161532;161870;162195;163309	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2568	666	1334	1091	68	154	222
g2453	contig_99_pilon	164635	166902	-	2268	4019	7063	7790	2978	3356	3378
g2454	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	167031;167157;167392;168053;168575;168958;169405;169779	167033;167257;167495;168221;168827;169216;169568;169991	+;+;+;+;+;+;+;+	1266	1218	1932	2340	408	197	622
g2455	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	171342;171745;171993;172221;172729;173108;173389	171544;171807;172109;172494;172887;173259;173551	+;+;+;+;+;+;+	1131	182	253	281	103	103	173
g2456	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	174209;174880;175344;175720	174446;175068;175396;176256	-;-;-;-	1017	197	188	337	346	103	491
g2457	contig_99_pilon;contig_99_pilon	176607;176994	176860;177015	-;-	276	2	2	11	16	3	6
g2458	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	179706;179706;180442;180442;180734;180734;180830;180830;181131;181131;181440;181440;181850;182035;182043;182153;182437;182437;182863;182863;183517;183517	179987;179987;180478;180478;180763;180763;180920;180920;181273;181273;181673;181673;181876;182042;182160;182160;182542;182542;182924;182924;183709;183709	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1331	468	194	212	252	56	287
g2459	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	184912;184912;185319;185319;185683;185683;185882;185882;186181;186465;186465	185111;185111;185469;185469;185782;185782;186381;186054;186381;186686;186686	-;-;-;-;-;-;-;-;-;-;-	1173	526	533	607	251	359	310
g2460	contig_99_pilon	190754	191059	+	306	0	0	0	0	0	0
g2461	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	193924;194469;195342;195740;195986;196234;196554;196751;197036	194146;194945;195571;195872;196074;196310;196641;196885;197602	-;-;-;-;-;-;-;-;-	2019	222	165	157	127	65	105
g2462	contig_99_pilon;contig_99_pilon;contig_99_pilon	197667;199065;199300	197935;199172;199687	-;-;-	765	36	78	23	14	4	34
g2463	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	209306;209557;209868;210196;210503;210840;211319;211560;211982;212496	209324;209641;210010;210394;210640;211008;211392;211819;212070;212570	-;-;-;-;-;-;-;-;-;-	1251	585	540	603	312	87	605
g2464	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	212626;214562;214728;215141;215318	212814;214686;214979;215202;215568	+;+;+;+;+	879	320	130	216	177	124	316
g2465	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	215643;216268;223177;223536;223802	215727;216362;223335;223756;224015	+;+;+;+;+	774	512	166	235	175	163	412
g2466	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	224038;224382;224736;225279;225384;225777;226643;227271;227711;228081;228857;229385;229793;230154;230677;231200;231643;232103;232554;233415;233738;234099;235894;236531	224343;224505;224770;225329;225465;226276;226839;227532;227843;228183;229057;229655;229891;230242;230776;231370;231956;232301;233113;233478;233824;234180;235969;236696	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4272	5824	6944	7047	5548	3358	5649
g2467	contig_99_pilon;contig_99_pilon	238650;239461	239101;240436	-;-	1428	0	0	4	0	0	0
g2468	contig_99_pilon	241011	241223	-	213	0	0	0	0	0	0
g2469	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	245125;245389;245839;246230;246683;247344;247972;248280;248710;249426;249689	245128;245550;245990;246391;246944;247460;248034;248681;248909;249534;249750	-;-;-;-;-;-;-;-;-;-;-	1695	1477	2253	3023	764	238	1406
g2470	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	249798;249921;250094;250372;250597;250874;251231;251576;251971	249807;249979;250244;250421;250677;250973;251350;251637;251985	-;-;-;-;-;-;-;-;-	648	246	617	463	198	133	263
g2471	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	252324;252324;252517;252517;253067;253067;253289;253289;253594;253710;253710;253720;254202;254202;255034;255040;255715;255715;255973;255973;256209;256209;256381;256381;256595;256595;256841;256841;257360;257360;257868;257868;258193;258193	252428;252428;252909;252909;253099;253099;253330;253330;253659;253815;253815;253743;254342;254342;255476;255476;255846;255846;256068;256068;256271;256271;256440;256440;256698;256698;256922;256922;257440;257440;257920;257920;258859;258859	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2667	948	867	1029	5174	2802	6723
g2472	contig_99_pilon	263902	264360	-	459	6	6	5	26	0	9
g2473	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	264945;265514;266092;266321	264983;265578;266182;266587	+;+;+;+	462	337	271	333	482	241	483
g2474	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	269848;270380;270702;270937;271184;271487;271804;272011;272255;273062;273440;273867;274272;276753	270129;270433;270785;271062;271251;271556;271869;272088;272292;273274;273695;274117;274691;277305	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2559	10830	2799	5137	7248	4197	6784
g2475	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	277482;277782;278233;278507	277655;278032;278362;278785	+;+;+;+	834	31607	7542	13863	23603	44184	19963
g2476	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	280723;280941;281204;281484;281659;281843;283015	280758;281027;281374;281525;281732;281900;283548	-;-;-;-;-;-;-	1002	5062	5251	5654	10058	9482	8106
g2477	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	284015;284015;284163;284286;284352;284371;284992;284992;285234;285234	284043;284043;284220;284335;284415;284415;285075;285075;285379;285379	+;+;+;+;+;+;+;+;+;+	431	72	211	176	16	15	15
g2478	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	290469;291062;291505;292479	290731;291472;291878;292606	+;+;+;+	1176	94	164	141	90	23	102
g2479	contig_99_pilon	293980	294324	+	345	42	32	39	44	27	47
g2480	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	294416;295279;295594;296044;296274;296506;296731;297078	294680;295406;295698;296136;296348;296568;296840;297105	+;+;+;+;+;+;+;+	867	1163	1139	1295	1361	708	1465
g2481	contig_99_pilon;contig_99_pilon;contig_99_pilon	299333;299463;300102	299405;299553;300492	-;-;-	555	0	0	0	0	0	0
g2482	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	323311;323311;323939;323939;324168;324168;325181;325695;325941	323529;323529;324061;324061;325094;325056;325226;325771;326317	-;-;-;-;-;-;-;-;-	1769	187	172	129	339	128	183
g2483	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	363837;364416;365073;365333;365697;366017;366204;366393	363973;364549;365204;365580;365855;366086;366271;366518	-;-;-;-;-;-;-;-	1074	215	244	241	98	40	206
g2484	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	367360;367854;368159;368481;368815;369007;369150;369455;369919;370465;370744	367569;367964;368227;368612;368892;369035;369153;369562;370077;370616;370789	+;+;+;+;+;+;+;+;+;+;+	1098	333	408	609	1340	2036	2143
g2485	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	372509;372825;373120;373337	372632;372887;373205;373597	-;-;-;-	534	25	24	45	373	100	169
g2486	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	373619;373869;374084;375896	373630;373985;374447;375900	-;-;-;-	498	18	6	6	125	26	52
g2487	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	376224;376552;376991;377346	376239;376739;377107;377357	+;+;+;+	333	212	322	292	333	301	283
g2488	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	377379;377751;378089;378343;378653;380901;381001;381405;381428;381479;382280;382280;382638;382638;383104;383104;383427;383427;384381;384406;385368;385368;385629;385629;386611;386611	377463;377856;378151;378446;378719;380955;381020;381444;381880;381880;382473;382473;382773;382773;383244;383244;383801;383797;384645;384645;385439;385439;385734;385734;386810;386810	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2465	1830	2502	1887	2144	1496	2149
g2489	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	388347;388347;388561;388561;388835;388835;389032;389032;389951;389951;390229;390229;390564;390564;390788;390788;391216;391303;391303;391512;391512;391807;391807;392318;392318;392687;392687;393038;393038;393297;393297;393648;393648;393902;393902;394364;394364	388472;388472;388734;388734;388927;388927;389230;389230;390087;390087;390306;390306;390619;390619;390907;390907;391269;391373;391373;391605;391605;392019;392019;392566;392566;392795;392795;393105;393105;393366;393366;393722;393722;393993;393993;394451;394451	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2166	2426	1774	2083	3827	1899	3044
g2490	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	398459;398940;399451;399674;399974	398665;399367;399580;399856;400354	-;-;-;-;-	1329	552	427	556	837	727	792
g2491	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	400444;401861;402279;402733	400633;402010;402362;402941	+;+;+;+	633	0	6	0	2	0	0
g2492	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	405012;405598;405967;406318	405298;405846;406075;406389	+;+;+;+	717	20	7	5	75	9	2
g2493	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	406446;406957;407474;407690;407990	406682;407421;407586;407843;408382	-;-;-;-;-	1362	1093	537	822	708	232	152
g2494	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	408459;409024;409594;409804;409935;410293;410776;411228;411830	408648;409141;409672;409908;410024;410376;411065;411357;412201	+;+;+;+;+;+;+;+;+	1458	0	9	2	0	0	0
g2495	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	413324;413509;413815;414381;414422;415254;415384;416138;416730;417226;417607	413336;413789;414152;414395;414494;415270;415930;416431;417076;417445;417726	+;+;+;+;+;+;+;+;+;+;+	2265	1808	2670	2591	1242	527	1525
g2496	contig_99_pilon	417931	420066	-	2136	48	238	273	0	0	0
g2497	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	421708;422019;422242;422633;423591;424735;424980;425379	421915;422196;422573;423555;424310;424813;425071;425564	+;+;+;+;+;+;+;+	2718	0	0	0	0	0	0
g2498	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	428628;428628;430645;430645;430865;430865;430987;430987;431490;431490;431771;431771;431983;431983;432425;432425;432615;432615;432933;432933;433240;433240;433628;433628;433982;434277;434277;435158;435158	428845;428845;430713;430713;430938;430938;431324;431324;431591;431591;431863;431863;432129;432129;432512;432512;432703;432703;433001;433001;433354;433354;433774;433808;434018;434446;434446;435327;435327	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1960	1185	2228	2009	279	236	304
g2499	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	435939;436267;436556;436870;437209;437560;438866	436042;436338;436641;436956;437287;437600;439023	-;-;-;-;-;-;-	627	1533	1697	1478	1867	1759	2173
g2500	contig_99_pilon;contig_99_pilon	439441;439643	439590;439870	+;+	378	665	895	711	941	851	810
g2501	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	443621;443842;444014;444348;444601;446250;446513;446691;446691;447390;447390;447711;447711;448012;448012;448323;448323;448709;448709;449081;449081;449416;449924;450241	443692;443883;444184;444434;444632;446403;446542;447071;447071;447524;447524;447884;447884;448062;448062;448519;448519;448796;448796;449308;449222;449602;450038;450318	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2222	6257	6911	6942	16819	16394	14772
g2502	contig_99_pilon	452477	452767	-	291	1040	65	44	1611	1182	1226
g2503	contig_99_pilon	452866	453681	+	816	4961	549	416	11297	9837	9005
g2504	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	456719;457338;457712;458024;458215;458339;458758	456960;457527;457824;458104;458255;458384;458947	-;-;-;-;-;-;-	903	559	839	458	508	248	851
g2505	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	459101;459101;459101;459559;459559;459559;459920;459920;459920;460149;460149;460149;460321;460336;460336	459324;459324;459324;459748;459748;459733;460032;460032;460032;460229;460229;460229;460363;460363;460363	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	651	55	286	95	113	114	185
g2506	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	460417;460417;460954;460954;461297;461361;461835;461903;461903;462055;462492;462492;462492;462814;462814;462814;463241;463241;463241;463591;463591;463591;463790;463790;463790	460624;460624;461168;461168;461319;461629;461853;462142;462142;462142;462703;462703;462703;462921;462921;462921;463305;463305;463305;463656;463656;463656;464105;464105;464105	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1741	1133	1428	1232	997	377	1768
g2507	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	482073;482282;482889;483086;483392;483679	482143;482428;482971;483153;483627;484114	+;+;+;+;+;+	1041	0	0	0	0	0	0
